,steer,nombre,vitesse
412,-23.58,25765.0,22.0
413,-21.75,25767.0,22.0
414,-21.75,25766.0,22.0
415,-17.38,25768.0,22.0
416,-15.4,25769.0,22.0
417,-15.4,25770.0,22.0
418,-18.23,25771.0,22.0
419,-18.23,25772.0,22.0
420,-15.2,25774.0,22.0
421,-13.57,25775.0,22.0
422,-12.09,25776.0,21.0
423,-16.87,25773.0,22.0
424,-10.49,25778.0,20.0
425,-13.07,25780.0,20.0
426,-10.49,25777.0,20.0
427,-13.07,25779.0,20.0
428,-10.56,25784.0,20.0
429,-10.56,25782.0,20.0
430,-10.56,25783.0,20.0
431,-10.56,25781.0,20.0
432,-8.43,25786.0,20.0
433,-8.43,25785.0,20.0
434,-10.24,25787.0,21.0
435,-9.45,25789.0,21.0
436,0.0,25790.0,22.0
437,-11.07,25792.0,22.0
438,-11.07,25791.0,22.0
439,-11.41,25793.0,22.0
440,-9.77,25794.0,22.0
441,-8.58,25796.0,22.0
442,-9.77,25795.0,22.0
443,-6.57,25798.0,22.0
444,-7.51,25797.0,22.0
445,-5.05,25800.0,21.0
446,-5.05,25799.0,21.0
447,-4.11,25801.0,21.0
448,-3.54,25802.0,21.0
449,-2.69,25803.0,21.0
450,-2.36,25804.0,20.0
451,-1.85,25806.0,20.0
452,-2.36,25805.0,20.0
453,-1.59,25807.0,20.0
454,-1.22,25809.0,20.0
455,-1.22,25808.0,20.0
456,-1.08,25810.0,20.0
457,-0.83,25811.0,21.0
458,-0.61,25812.0,22.0
459,-0.61,25813.0,22.0
460,-0.46,25815.0,22.0
461,-0.53,25814.0,22.0
462,-0.33,25816.0,22.0
463,-0.27,25817.0,22.0
464,-0.23,25818.0,22.0
465,-0.19,25819.0,22.0
466,-0.16,25820.0,22.0
467,-0.1,25821.0,22.0
468,-0.09,25822.0,22.0
469,-0.06,25824.0,21.0
470,-0.07,25823.0,21.0
471,-0.06,25825.0,21.0
472,-0.02,25827.0,21.0
473,-0.02,25826.0,21.0
474,-0.02,25828.0,20.0
475,-0.02,25829.0,20.0
476,-0.02,25830.0,20.0
477,-0.0,25831.0,20.0
478,-0.0,25832.0,20.0
479,-0.01,25833.0,20.0
480,-0.01,25834.0,20.0
481,-0.02,25835.0,21.0
482,-0.02,25836.0,21.0
483,-0.01,25837.0,22.0
484,-0.01,25838.0,22.0
485,-0.01,25839.0,22.0
486,-0.01,25841.0,22.0
487,-0.01,25840.0,22.0
488,0.01,25843.0,22.0
489,0.0,25842.0,22.0
490,0.0,25844.0,22.0
491,0.0,25845.0,22.0
492,0.01,25847.0,21.0
493,0.01,25846.0,21.0
494,0.01,25848.0,21.0
495,0.0,25850.0,21.0
496,0.0,25849.0,21.0
497,-0.0,25851.0,21.0
498,0.01,25852.0,20.0
499,0.0,25853.0,20.0
500,0.0,25854.0,20.0
501,-0.0,25855.0,20.0
502,-0.0,25856.0,20.0
503,0.0,25857.0,20.0
504,-0.0,25858.0,20.0
505,-0.01,25859.0,21.0
506,-0.01,25860.0,21.0
507,-0.02,25861.0,22.0
508,-0.01,25862.0,22.0
509,-0.01,25863.0,22.0
510,-0.01,25864.0,22.0
511,-0.01,25865.0,22.0
512,-0.0,25866.0,22.0
513,0.01,25867.0,22.0
514,0.0,25870.0,22.0
515,0.01,25868.0,22.0
516,0.0,25869.0,22.0
517,0.0,25871.0,21.0
518,0.0,25873.0,21.0
519,0.0,25872.0,21.0
520,0.0,25874.0,21.0
521,-0.0,25876.0,20.0
522,-0.0,25875.0,20.0
523,0.0,25877.0,20.0
524,0.0,25878.0,20.0
525,0.0,25879.0,20.0
526,-0.01,25881.0,20.0
527,-0.01,25880.0,20.0
528,-0.01,25883.0,21.0
529,-0.01,25882.0,21.0
530,-0.01,25884.0,21.0
531,-0.02,25886.0,22.0
532,-0.02,25887.0,22.0
533,-0.01,25888.0,22.0
534,-0.0,25889.0,22.0
535,-0.0,25890.0,22.0
536,0.0,25891.0,22.0
537,0.01,25892.0,22.0
538,0.01,25893.0,22.0
539,0.0,25894.0,22.0
540,0.0,25895.0,21.0
541,0.01,25896.0,21.0
542,0.0,25897.0,21.0
543,0.0,25898.0,21.0
544,-0.0,25899.0,20.0
545,-0.0,25900.0,20.0
546,0.0,25902.0,20.0
547,0.0,25901.0,20.0
548,0.0,25903.0,20.0
549,-0.0,25904.0,20.0
550,-0.0,25905.0,20.0
551,-0.02,25906.0,21.0
552,-0.02,25907.0,21.0
553,-0.01,25910.0,22.0
554,-0.01,25911.0,22.0
555,-0.01,25909.0,22.0
556,-0.01,25908.0,21.0
557,-0.0,25913.0,22.0
558,-0.0,25912.0,22.0
559,0.0,25914.0,22.0
560,0.0,25915.0,22.0
561,0.0,25917.0,22.0
562,0.0,25916.0,22.0
563,-0.0,25919.0,21.0
564,0.01,25918.0,21.0
565,0.0,25920.0,20.0
566,-0.01,25921.0,16.0
567,-0.24,25923.0,8.0
568,-0.18,25922.0,12.0
569,-0.24,25924.0,8.0
570,-0.25,25941.0,1.0
571,-0.2,25944.0,5.0
572,-0.2,25943.0,5.0
573,-0.24,25942.0,3.0
574,-0.19,25945.0,8.0
575,-0.19,25946.0,8.0
576,-0.18,25947.0,9.0
577,-0.18,25948.0,10.0
578,-0.16,25949.0,12.0
579,-0.15,25950.0,13.0
580,-0.14,25951.0,14.0
581,-0.14,25952.0,14.0
582,-0.13,25953.0,15.0
583,0.0,25954.0,18.0
584,0.0,25955.0,18.0
585,3.32,25957.0,20.0
586,3.28,25956.0,19.0
587,3.09,25958.0,21.0
588,13.01,25959.0,20.0
589,13.01,25960.0,20.0
590,13.26,25961.0,20.0
591,23.86,25964.0,20.0
592,23.86,25963.0,20.0
593,22.13,25965.0,21.0
594,22.13,25966.0,21.0
595,31.98,25967.0,23.0
596,38.99,25970.0,25.0
597,38.99,25969.0,25.0
598,31.98,25968.0,23.0
599,30.21,25972.0,27.0
600,35.23,25974.0,27.0
601,30.21,25973.0,27.0
602,33.12,25971.0,26.0
603,31.95,25975.0,28.0
604,28.74,25978.0,28.0
605,31.95,25977.0,28.0
606,28.74,25979.0,28.0
607,32.29,25980.0,28.0
608,34.99,25981.0,28.0
609,39.11,25982.0,27.0
610,27.27,25983.0,28.0
611,27.27,25985.0,28.0
612,27.27,25984.0,28.0
613,23.85,25987.0,28.0
614,23.85,25986.0,28.0
615,16.35,25989.0,28.0
616,16.35,25990.0,28.0
617,16.35,25988.0,28.0
618,10.78,25992.0,28.0
619,10.78,25993.0,28.0
620,8.92,25994.0,28.0
621,10.78,25991.0,28.0
622,3.62,25996.0,28.0
623,3.62,25995.0,28.0
624,2.1,25997.0,25.0
625,2.1,25998.0,25.0
626,0.8,25999.0,24.0
627,0.47,26000.0,23.0
628,0.22,26002.0,22.0
629,0.22,26001.0,22.0
630,0.16,26003.0,22.0
631,-0.05,26004.0,21.0
632,-0.07,26005.0,21.0
633,-0.07,26006.0,20.0
634,-0.07,26007.0,20.0
635,-0.05,26008.0,20.0
636,0.06,26009.0,19.0
637,0.08,26010.0,20.0
638,0.08,26011.0,21.0
639,0.08,26012.0,21.0
640,0.07,26013.0,22.0
641,0.23,26015.0,22.0
642,0.23,26014.0,22.0
643,0.21,26016.0,22.0
644,0.18,26017.0,23.0
645,0.16,26018.0,23.0
646,0.23,26019.0,23.0
647,0.18,26020.0,22.0
648,0.18,26021.0,22.0
649,0.15,26022.0,22.0
650,0.14,26023.0,22.0
651,0.15,26024.0,22.0
652,0.14,26025.0,22.0
653,0.12,26026.0,21.0
654,0.11,26027.0,21.0
655,0.09,26029.0,21.0
656,0.09,26028.0,21.0
657,0.08,26030.0,21.0
658,0.08,26031.0,20.0
659,0.07,26032.0,20.0
660,0.07,26033.0,20.0
661,0.05,26034.0,20.0
662,0.05,26035.0,20.0
663,0.05,26036.0,20.0
664,0.05,26037.0,20.0
665,0.05,26038.0,21.0
666,0.04,26039.0,21.0
667,0.03,26041.0,22.0
668,0.03,26040.0,22.0
669,0.02,26042.0,22.0
670,0.02,26043.0,22.0
671,1.01,26045.0,22.0
672,1.0,26044.0,22.0
673,0.83,26047.0,22.0
674,0.93,26046.0,22.0
675,3.94,26049.0,22.0
676,3.95,26048.0,22.0
677,3.64,26050.0,21.0
678,3.28,26051.0,21.0
679,6.3,26054.0,21.0
680,6.88,26053.0,21.0
681,7.14,26052.0,21.0
682,9.64,26055.0,20.0
683,7.5,26057.0,20.0
684,7.5,26056.0,20.0
685,7.5,26058.0,20.0
686,10.65,26059.0,21.0
687,8.54,26060.0,22.0
688,8.54,26061.0,22.0
689,12.3,26062.0,22.0
690,10.25,26064.0,22.0
691,10.25,26065.0,22.0
692,10.25,26066.0,22.0
693,12.86,26067.0,22.0
694,12.86,26068.0,22.0
695,11.96,26069.0,22.0
696,10.78,26070.0,22.0
697,13.38,26072.0,21.0
698,12.46,26073.0,21.0
699,13.38,26071.0,21.0
700,11.27,26074.0,21.0
701,10.09,26075.0,21.0
702,13.76,26076.0,21.0
703,12.81,26077.0,21.0
704,10.42,26078.0,20.0
705,14.01,26079.0,20.0
706,14.01,26080.0,20.0
707,13.03,26081.0,20.0
708,11.82,26082.0,20.0
709,10.63,26083.0,20.0
710,11.7,26085.0,22.0
711,13.05,26084.0,21.0
712,11.7,26086.0,22.0
713,13.44,26088.0,22.0
714,14.71,26087.0,22.0
715,11.97,26089.0,22.0
716,13.88,26091.0,22.0
717,10.54,26090.0,22.0
718,11.4,26092.0,22.0
719,10.1,26094.0,22.0
720,11.4,26093.0,22.0
721,12.65,26095.0,21.0
722,11.37,26097.0,21.0
723,11.37,26096.0,21.0
724,10.12,26098.0,21.0
725,13.22,26100.0,21.0
726,13.22,26099.0,21.0
727,12.37,26101.0,20.0
728,11.22,26102.0,20.0
729,10.07,26103.0,20.0
730,13.98,26104.0,20.0
731,13.03,26105.0,20.0
732,11.81,26106.0,20.0
733,10.58,26107.0,21.0
734,9.41,26108.0,21.0
735,13.61,26109.0,22.0
736,12.67,26110.0,22.0
737,10.13,26111.0,22.0
738,14.02,26112.0,22.0
739,13.02,26114.0,22.0
740,13.02,26113.0,22.0
741,10.46,26115.0,22.0
742,14.2,26116.0,22.0
743,11.96,26119.0,21.0
744,13.21,26118.0,21.0
745,10.71,26120.0,21.0
746,13.21,26117.0,21.0
747,12.06,26121.0,21.0
748,12.1,26123.0,20.0
749,12.1,26124.0,20.0
750,14.33,26122.0,20.0
751,9.79,26125.0,20.0
752,11.98,26128.0,21.0
753,12.97,26127.0,21.0
754,9.79,26126.0,20.0
755,9.53,26130.0,22.0
756,8.77,26132.0,22.0
757,7.83,26133.0,22.0
758,8.77,26131.0,22.0
759,7.83,26134.0,22.0
760,6.9,26135.0,22.0
761,6.9,26137.0,22.0
762,6.9,26136.0,22.0
763,4.33,26139.0,22.0
764,4.33,26141.0,22.0
765,4.33,26140.0,22.0
766,5.31,26138.0,22.0
767,3.33,26142.0,21.0
768,3.33,26143.0,21.0
769,2.54,26144.0,21.0
770,2.21,26145.0,21.0
771,2.21,26146.0,21.0
772,1.7,26148.0,20.0
773,1.5,26149.0,20.0
774,1.7,26147.0,20.0
775,1.25,26150.0,20.0
776,1.09,26151.0,20.0
777,0.96,26152.0,20.0
778,0.85,26153.0,20.0
779,0.75,26154.0,21.0
780,0.52,26156.0,22.0
781,0.52,26155.0,22.0
782,0.38,26157.0,22.0
783,0.38,26158.0,22.0
784,0.33,26159.0,22.0
785,0.25,26160.0,22.0
786,0.21,26161.0,22.0
787,0.17,26162.0,22.0
788,0.15,26163.0,22.0
789,0.13,26164.0,22.0
790,0.09,26165.0,22.0
791,0.08,26166.0,21.0
792,0.07,26167.0,21.0
793,0.06,26168.0,21.0
794,0.06,26169.0,21.0
795,0.04,26170.0,21.0
796,0.04,26171.0,20.0
797,0.03,26172.0,20.0
798,0.03,26173.0,20.0
799,0.03,26174.0,20.0
800,0.02,26175.0,20.0
801,0.02,26177.0,20.0
802,0.02,26176.0,20.0
803,0.03,26178.0,21.0
804,0.03,26179.0,21.0
805,0.02,26180.0,22.0
806,0.01,26181.0,22.0
807,0.0,26182.0,22.0
808,0.0,26183.0,22.0
809,-0.0,26184.0,22.0
810,-0.01,26185.0,22.0
811,-0.01,26187.0,22.0
812,-0.01,26186.0,22.0
813,-0.01,26188.0,22.0
814,-0.0,26189.0,22.0
815,-0.01,26190.0,21.0
816,-0.0,26191.0,21.0
817,0.0,26192.0,21.0
818,0.01,26193.0,21.0
819,0.0,26195.0,20.0
820,0.01,26194.0,21.0
821,0.0,26196.0,20.0
822,0.0,26197.0,20.0
823,0.01,26198.0,20.0
824,0.01,26199.0,20.0
825,0.02,26200.0,20.0
826,0.01,26201.0,20.0
827,0.01,26203.0,21.0
828,0.01,26202.0,21.0
829,0.01,26204.0,22.0
830,0.01,26205.0,22.0
831,-0.0,26207.0,22.0
832,-0.0,26206.0,22.0
833,-0.01,26208.0,22.0
834,-0.01,26209.0,22.0
835,-0.01,26210.0,22.0
836,-0.01,26211.0,22.0
837,-0.01,26212.0,22.0
838,-0.01,26213.0,22.0
839,-0.0,26214.0,21.0
840,0.0,26215.0,21.0
841,-0.0,26216.0,21.0
842,-0.0,26217.0,21.0
843,0.0,26218.0,21.0
844,0.01,26219.0,20.0
845,0.01,26220.0,20.0
846,0.0,26221.0,20.0
847,0.0,26222.0,20.0
848,0.01,26223.0,20.0
849,0.01,26224.0,20.0
850,0.02,26225.0,20.0
851,0.01,26226.0,21.0
852,0.01,26227.0,20.0
853,0.01,26228.0,19.0
854,0.0,26229.0,17.0
855,-0.01,26230.0,15.0
856,-0.01,26231.0,13.0
857,-0.0,26232.0,11.0
858,0.0,26233.0,9.0
859,0.01,26234.0,7.0
860,0.01,26235.0,5.0
861,0.01,26236.0,1.0
862,0.05,26355.0,2.0
863,0.02,26356.0,3.0
864,0.02,26360.0,8.0
865,0.02,26359.0,7.0
866,0.02,26358.0,6.0
867,0.02,26357.0,5.0
868,0.01,26361.0,10.0
869,0.01,26362.0,13.0
870,-0.0,26363.0,15.0
871,-0.01,26365.0,18.0
872,-0.01,26366.0,18.0
873,-0.01,26364.0,17.0
874,-0.01,26368.0,20.0
875,0.0,26369.0,21.0
876,-0.01,26367.0,20.0
877,0.0,26370.0,21.0
878,6.04,26371.0,22.0
879,6.32,26372.0,22.0
880,6.32,26373.0,22.0
881,5.98,26374.0,23.0
882,5.98,26375.0,23.0
883,20.53,26376.0,23.0
884,21.33,26377.0,23.0
885,20.56,26378.0,23.0
886,37.53,26379.0,23.0
887,37.61,26380.0,23.0
888,53.48,26381.0,23.0
889,52.12,26382.0,22.0
890,49.39,26383.0,22.0
891,58.89,26384.0,22.0
892,56.3,26385.0,22.0
893,53.16,26386.0,21.0
894,65.56,26387.0,21.0
895,62.31,26388.0,21.0
896,58.27,26389.0,21.0
897,54.21,26390.0,21.0
898,50.45,26391.0,22.0
899,47.34,26392.0,22.0
900,42.98,26393.0,23.0
901,38.85,26394.0,23.0
902,35.12,26395.0,24.0
903,31.86,26396.0,24.0
904,25.41,26397.0,24.0
905,22.04,26398.0,24.0
906,19.27,26399.0,24.0
907,16.94,26400.0,24.0
908,10.43,26402.0,24.0
909,12.43,26401.0,24.0
910,8.89,26403.0,23.0
911,7.65,26404.0,23.0
912,6.63,26405.0,23.0
913,4.22,26406.0,23.0
